customer_id,company_id,name,country,city,industry
CUST00062,COMP005,Integrated Medical Corp #62,Japan,Tokyo,Medical
CUST00063,COMP002,Sterling Automation Ltd #63,United States,Detroit,Industrial
CUST00064,COMP006,Pinnacle Robotics #64,China,Suzhou,Medical
CUST00065,COMP009,Matrix Solutions #65,Mexico,Querétaro,Consumer Goods
CUST00066,COMP001,Synergy Automation Ltd #66,Germany,Stuttgart,Industrial
CUST00067,COMP010,Pinnacle Logistics #67,Germany,Dortmund,Medical
CUST00068,COMP009,Dynamic Industries #68,Japan,Tokyo,Electronics
CUST00069,COMP007,Future Medical Corp #69,China,Shenzhen,Industrial
CUST00070,COMP007,Horizon Logistics #70,Japan,Tokyo,Medical
CUST00071,COMP010,Future Systems #71,United States,Detroit,Industrial
CUST00072,COMP008,Synergy Robotics #72,South Korea,Incheon,Electronics
CUST00073,COMP003,Future Mobility Group #73,Mexico,Querétaro,Automotive
CUST00074,COMP006,Dynamic Medical Corp #74,Taiwan,Taipei,Electronics
CUST00075,COMP008,Core Mobility Group #75,South Korea,Seoul,Medical
CUST00076,COMP003,Vanguard Motors #76,Germany,Dortmund,Electronics
CUST00077,COMP006,Genesis Technologies #77,United States,Chicago,Consumer Goods
CUST00078,COMP004,Vertex Robotics #78,India,Pune,Consumer Goods
CUST00079,COMP009,Genesis Energy Corp #79,India,Pune,Automotive
CUST00080,COMP010,Paramount Motors #80,South Korea,Seoul,Consumer Goods
CUST00081,COMP007,Kinetix Robotics #81,China,Suzhou,Consumer Goods
CUST00082,COMP010,Future Automation Ltd #82,Mexico,Monterrey,Automotive
CUST00083,COMP010,Pinnacle Automation Ltd #83,Vietnam,Hai Phong,Industrial
CUST00084,COMP009,Matrix Technologies #84,China,Suzhou,Automotive
CUST00085,COMP003,Global Automation Ltd #85,United States,Dallas,Consumer Goods
CUST00086,COMP001,Horizon Industries #86,Taiwan,Hsinchu,Automotive
CUST00087,COMP006,Sterling Systems #87,South Korea,Seoul,Industrial
CUST00088,COMP009,Vanguard Logistics #88,South Korea,Incheon,Electronics
CUST00089,COMP006,Future Logistics #89,Germany,Dortmund,Medical
CUST00090,COMP001,Titanium Energy Corp #90,Vietnam,Hai Phong,Consumer Goods
CUST00091,COMP007,Genesis Assembly Inc #91,Mexico,Monterrey,Medical
CUST00092,COMP009,Paramount Energy Corp #92,Japan,Nagoya,Electronics
CUST00093,COMP002,Synergy Assembly Inc #93,Germany,Dortmund,Automotive
CUST00094,COMP001,Vanguard Medical Corp #94,United States,Dallas,Industrial
CUST00095,COMP010,Integrated Solutions #95,Japan,Tokyo,Consumer Goods
CUST00096,COMP007,Paramount Automation Ltd #96,Taiwan,Hsinchu,Electronics
CUST00097,COMP002,Vertex Medical Corp #97,China,Shenzhen,Medical
CUST00098,COMP008,Synergy Automation Ltd #98,United States,Detroit,Electronics
CUST00099,COMP001,Titanium Solutions #99,Taiwan,Taipei,Consumer Goods
CUST00100,COMP007,Horizon Energy Corp #100,India,Bengaluru,Consumer Goods
CUST00101,COMP010,Sterling Energy Corp #101,China,Suzhou,Consumer Goods
CUST00102,COMP008,Future Medical Corp #102,Mexico,Monterrey,Industrial
CUST00103,COMP004,Integrated Industries #103,Japan,Tokyo,Automotive
CUST00104,COMP005,Integrated Engineering #104,Taiwan,Taipei,Electronics
CUST00105,COMP002,Omni Medical Corp #105,Canada,Hamilton,Consumer Goods
CUST00106,COMP007,Horizon Assembly Inc #106,Germany,Munich,Automotive
CUST00107,COMP010,Beacon Systems #107,Mexico,Querétaro,Automotive
CUST00108,COMP005,Horizon Automation Ltd #108,Vietnam,Hai Phong,Consumer Goods
CUST00109,COMP010,Pinnacle Medical Corp #109,Germany,Stuttgart,Industrial
CUST00110,COMP002,Dynamic Motors #110,China,Shenzhen,Automotive
CUST00111,COMP009,Paramount Motors #111,United Kingdom,Birmingham,Automotive
CUST00112,COMP004,Integrated Solutions #112,India,Bengaluru,Industrial
CUST00113,COMP003,Vanguard Logistics #113,China,Ningbo,Industrial
CUST00114,COMP002,Omni Industries #114,China,Ningbo,Industrial
CUST00115,COMP008,Titanium Medical Corp #115,Canada,Hamilton,Industrial
CUST00116,COMP004,Omni Technologies #116,Taiwan,Taipei,Electronics
CUST00117,COMP010,Vanguard Motors #117,Taiwan,Hsinchu,Electronics
CUST00118,COMP005,Vertex Energy Corp #118,United States,Dallas,Medical
CUST00119,COMP005,Integrated Industries #119,China,Shenzhen,Electronics
CUST00120,COMP010,Vanguard Energy Corp #120,India,Bengaluru,Industrial
CUST00121,COMP003,Matrix Engineering #121,China,Ningbo,Consumer Goods
CUST00122,COMP003,Vertex Robotics #122,Germany,Stuttgart,Consumer Goods
CUST00123,COMP009,Pinnacle Industries #123,Germany,Munich,Industrial
CUST00124,COMP007,Vanguard Systems #124,Japan,Nagoya,Electronics
CUST00125,COMP009,Horizon Robotics #125,South Korea,Seoul,Automotive
CUST00126,COMP003,Vertex Robotics #126,South Korea,Incheon,Consumer Goods
CUST00127,COMP001,Genesis Automation Ltd #127,Japan,Osaka,Industrial
CUST00128,COMP002,Sterling Robotics #128,United States,Dallas,Automotive
CUST00129,COMP008,Sterling Automation Ltd #129,Japan,Tokyo,Electronics
CUST00130,COMP002,Matrix Motors #130,Germany,Munich,Industrial
CUST00131,COMP004,Global Solutions #131,India,Pune,Medical
CUST00132,COMP001,Core Assembly Inc #132,United States,Detroit,Industrial
CUST00133,COMP004,Matrix Engineering #133,South Korea,Seoul,Industrial
CUST00134,COMP009,Matrix Industries #134,China,Shenzhen,Electronics
CUST00135,COMP008,Synergy Solutions #135,Germany,Munich,Automotive
CUST00136,COMP002,Sterling Logistics #136,Japan,Osaka,Electronics
CUST00137,COMP001,Vertex Logistics #137,Germany,Dortmund,Industrial
CUST00138,COMP007,Genesis Technologies #138,South Korea,Incheon,Industrial
CUST00139,COMP002,Future Logistics #139,United States,Dallas,Automotive
CUST00140,COMP006,Synergy Robotics #140,China,Ningbo,Consumer Goods
CUST00141,COMP004,Dynamic Energy Corp #141,Canada,Hamilton,Industrial
CUST00142,COMP003,Titanium Assembly Inc #142,India,Bengaluru,Medical
CUST00143,COMP004,Synergy Medical Corp #143,Taiwan,Hsinchu,Electronics
CUST00144,COMP001,Vertex Logistics #144,India,Bengaluru,Industrial
CUST00145,COMP010,Pinnacle Logistics #145,United States,Dallas,Industrial
CUST00146,COMP007,Sterling Logistics #146,Canada,Hamilton,Medical
CUST00147,COMP007,Kinetix Systems #147,Japan,Tokyo,Medical
CUST00148,COMP005,Genesis Mobility Group #148,Japan,Tokyo,Industrial
CUST00149,COMP002,Dynamic Medical Corp #149,Germany,Dortmund,Electronics
CUST00150,COMP009,Titanium Logistics #150,Germany,Munich,Industrial
CUST00151,COMP004,Dynamic Energy Corp #151,United Kingdom,Birmingham,Industrial
CUST00152,COMP003,Matrix Engineering #152,India,Pune,Consumer Goods
CUST00153,COMP004,Integrated Robotics #153,China,Ningbo,Industrial
CUST00154,COMP008,Matrix Medical Corp #154,Mexico,Querétaro,Electronics
CUST00155,COMP004,Paramount Industries #155,Germany,Stuttgart,Consumer Goods
CUST00156,COMP008,Vertex Automation Ltd #156,China,Suzhou,Industrial
CUST00157,COMP001,Genesis Technologies #157,United States,Dallas,Electronics
CUST00158,COMP004,Synergy Medical Corp #158,Japan,Nagoya,Automotive
CUST00159,COMP003,Dynamic Technologies #159,South Korea,Incheon,Consumer Goods
CUST00160,COMP004,Vertex Solutions #160,Taiwan,Taipei,Automotive
CUST00161,COMP002,Vanguard Logistics #161,Germany,Munich,Medical
CUST00162,COMP001,Future Automation Ltd #162,Japan,Nagoya,Consumer Goods
CUST00163,COMP002,Integrated Systems #163,United States,Chicago,Industrial
CUST00164,COMP003,Vanguard Robotics #164,India,Bengaluru,Medical
CUST00165,COMP004,Genesis Technologies #165,Germany,Dortmund,Medical
CUST00166,COMP003,Synergy Industries #166,China,Suzhou,Industrial
CUST00167,COMP006,Dynamic Logistics #167,China,Suzhou,Medical
CUST00168,COMP007,Beacon Automation Ltd #168,South Korea,Seoul,Consumer Goods
CUST00169,COMP007,Kinetix Automation Ltd #169,Taiwan,Hsinchu,Medical
CUST00170,COMP008,Omni Assembly Inc #170,India,Pune,Consumer Goods
CUST00171,COMP007,Future Motors #171,United States,Dallas,Electronics
CUST00172,COMP004,Global Industries #172,South Korea,Seoul,Consumer Goods
CUST00173,COMP009,Core Industries #173,Germany,Stuttgart,Medical
CUST00174,COMP001,Omni Automation Ltd #174,China,Ningbo,Medical
CUST00175,COMP002,Vanguard Systems #175,Taiwan,Hsinchu,Consumer Goods
CUST00176,COMP005,Pinnacle Energy Corp #176,China,Shenzhen,Automotive
CUST00177,COMP005,Matrix Medical Corp #177,China,Ningbo,Automotive
CUST00178,COMP007,Horizon Engineering #178,Japan,Tokyo,Consumer Goods
CUST00179,COMP005,Sterling Mobility Group #179,Germany,Munich,Medical
CUST00180,COMP001,Genesis Energy Corp #180,Germany,Dortmund,Electronics
CUST00181,COMP009,Matrix Robotics #181,Taiwan,Taipei,Medical
CUST00182,COMP002,Dynamic Engineering #182,United States,Dallas,Automotive
CUST00183,COMP010,Vanguard Assembly Inc #183,United States,Dallas,Industrial
CUST00184,COMP010,Omni Robotics #184,Japan,Tokyo,Electronics
CUST00185,COMP006,Matrix Energy Corp #185,India,Pune,Automotive
CUST00186,COMP009,Beacon Medical Corp #186,United States,Detroit,Medical
CUST00187,COMP010,Vertex Logistics #187,United States,Detroit,Electronics
CUST00188,COMP005,Kinetix Mobility Group #188,United States,Dallas,Automotive
CUST00189,COMP003,Horizon Industries #189,South Korea,Seoul,Electronics
CUST00190,COMP001,Titanium Logistics #190,Mexico,Monterrey,Industrial
CUST00191,COMP010,Sterling Mobility Group #191,Germany,Stuttgart,Electronics
CUST00192,COMP010,Titanium Motors #192,South Korea,Incheon,Electronics
CUST00193,COMP003,Future Motors #193,Japan,Tokyo,Electronics
CUST00194,COMP006,Core Industries #194,Japan,Osaka,Electronics
CUST00195,COMP010,Core Robotics #195,United Kingdom,Birmingham,Industrial
CUST00196,COMP002,Pinnacle Mobility Group #196,Germany,Stuttgart,Electronics
CUST00197,COMP010,Kinetix Engineering #197,South Korea,Seoul,Electronics
CUST00198,COMP009,Matrix Robotics #198,Germany,Dortmund,Medical
CUST00199,COMP009,Matrix Assembly Inc #199,South Korea,Incheon,Consumer Goods
CUST00200,COMP003,Global Assembly Inc #200,United States,Chicago,Consumer Goods
CUST00201,COMP005,Omni Industries #201,Vietnam,Hai Phong,Medical
CUST00202,COMP007,Sterling Systems #202,Taiwan,Hsinchu,Industrial
CUST00203,COMP005,Beacon Assembly Inc #203,Taiwan,Taipei,Medical
CUST00204,COMP005,Future Motors #204,China,Suzhou,Electronics
CUST00205,COMP001,Vanguard Energy Corp #205,United States,Dallas,Industrial
CUST00206,COMP009,Dynamic Engineering #206,Vietnam,Hai Phong,Consumer Goods
CUST00207,COMP002,Beacon Mobility Group #207,South Korea,Incheon,Electronics
CUST00208,COMP001,Omni Robotics #208,Mexico,Monterrey,Automotive
CUST00209,COMP002,Future Motors #209,United States,Chicago,Consumer Goods
CUST00210,COMP005,Global Automation Ltd #210,Japan,Tokyo,Consumer Goods
CUST00211,COMP002,Dynamic Systems #211,Vietnam,Hai Phong,Consumer Goods
CUST00212,COMP002,Synergy Mobility Group #212,India,Bengaluru,Medical
CUST00213,COMP010,Genesis Logistics #213,Japan,Tokyo,Automotive
CUST00214,COMP006,Vertex Solutions #214,Japan,Nagoya,Consumer Goods
CUST00215,COMP006,Horizon Technologies #215,Taiwan,Hsinchu,Electronics
CUST00216,COMP003,Matrix Systems #216,Vietnam,Hai Phong,Electronics
CUST00217,COMP010,Core Automation Ltd #217,United States,Chicago,Electronics
CUST00218,COMP009,Integrated Automation Ltd #218,Japan,Nagoya,Automotive
CUST00219,COMP007,Synergy Automation Ltd #219,China,Suzhou,Consumer Goods
CUST00220,COMP004,Genesis Engineering #220,Germany,Dortmund,Industrial
CUST00221,COMP001,Beacon Mobility Group #221,Mexico,Monterrey,Industrial
CUST00222,COMP002,Genesis Logistics #222,Germany,Munich,Electronics
CUST00223,COMP009,Pinnacle Logistics #223,South Korea,Seoul,Automotive
CUST00224,COMP006,Kinetix Mobility Group #224,United Kingdom,Birmingham,Industrial
CUST00225,COMP002,Horizon Logistics #225,South Korea,Seoul,Medical
CUST00226,COMP003,Omni Assembly Inc #226,Taiwan,Taipei,Consumer Goods
CUST00227,COMP005,Pinnacle Mobility Group #227,Taiwan,Taipei,Electronics
CUST00228,COMP006,Core Logistics #228,Mexico,Monterrey,Industrial
CUST00229,COMP002,Genesis Logistics #229,Taiwan,Taipei,Medical
CUST00230,COMP009,Synergy Engineering #230,Germany,Stuttgart,Medical
CUST00231,COMP005,Integrated Mobility Group #231,China,Ningbo,Medical
CUST00232,COMP009,Integrated Engineering #232,South Korea,Seoul,Automotive
CUST00233,COMP004,Omni Automation Ltd #233,India,Pune,Automotive
CUST00234,COMP002,Horizon Industries #234,India,Pune,Automotive
CUST00235,COMP006,Beacon Engineering #235,United Kingdom,Birmingham,Industrial
CUST00236,COMP002,Pinnacle Energy Corp #236,China,Shenzhen,Consumer Goods
CUST00237,COMP002,Pinnacle Motors #237,Germany,Stuttgart,Industrial
CUST00238,COMP007,Horizon Industries #238,Japan,Tokyo,Industrial
CUST00239,COMP004,Sterling Automation Ltd #239,Vietnam,Hai Phong,Medical
CUST00240,COMP009,Omni Energy Corp #240,Vietnam,Hai Phong,Automotive
CUST00241,COMP002,Integrated Motors #241,Mexico,Querétaro,Automotive
CUST00242,COMP003,Global Medical Corp #242,China,Ningbo,Electronics
CUST00243,COMP002,Vanguard Solutions #243,China,Suzhou,Medical
CUST00244,COMP001,Titanium Solutions #244,Germany,Stuttgart,Medical
CUST00245,COMP009,Omni Solutions #245,Mexico,Monterrey,Consumer Goods
CUST00246,COMP009,Integrated Solutions #246,Mexico,Monterrey,Medical
CUST00247,COMP002,Core Systems #247,India,Pune,Electronics
CUST00248,COMP009,Global Technologies #248,South Korea,Seoul,Medical
CUST00249,COMP001,Paramount Systems #249,United States,Chicago,Industrial
CUST00250,COMP008,Global Motors #250,India,Bengaluru,Consumer Goods
CUST00251,COMP001,Omni Energy Corp #251,Germany,Dortmund,Automotive
CUST00252,COMP004,Pinnacle Mobility Group #252,United States,Dallas,Industrial
CUST00253,COMP009,Omni Technologies #253,India,Bengaluru,Automotive
CUST00254,COMP005,Global Motors #254,Japan,Nagoya,Industrial
CUST00255,COMP005,Vanguard Robotics #255,South Korea,Incheon,Consumer Goods
CUST00256,COMP010,Dynamic Industries #256,Taiwan,Taipei,Consumer Goods
CUST00257,COMP007,Global Technologies #257,Vietnam,Hai Phong,Automotive
CUST00258,COMP001,Synergy Robotics #258,South Korea,Incheon,Medical
CUST00259,COMP009,Global Logistics #259,Japan,Nagoya,Industrial
CUST00260,COMP001,Horizon Technologies #260,Germany,Stuttgart,Consumer Goods
CUST00261,COMP006,Synergy Automation Ltd #261,United States,Dallas,Electronics
CUST00262,COMP001,Future Motors #262,South Korea,Incheon,Medical
CUST00263,COMP007,Synergy Solutions #263,United States,Chicago,Medical
CUST00264,COMP002,Vanguard Automation Ltd #264,China,Suzhou,Consumer Goods
CUST00265,COMP005,Genesis Technologies #265,Canada,Hamilton,Consumer Goods
CUST00266,COMP003,Vertex Robotics #266,Mexico,Monterrey,Medical
CUST00267,COMP003,Beacon Technologies #267,Mexico,Monterrey,Automotive
CUST00268,COMP009,Pinnacle Energy Corp #268,China,Suzhou,Consumer Goods
CUST00269,COMP007,Titanium Logistics #269,Japan,Nagoya,Industrial
CUST00270,COMP005,Horizon Medical Corp #270,China,Shenzhen,Medical
CUST00271,COMP003,Dynamic Solutions #271,South Korea,Incheon,Electronics
CUST00272,COMP002,Global Engineering #272,Vietnam,Hai Phong,Medical
CUST00273,COMP004,Vanguard Industries #273,United States,Chicago,Consumer Goods
CUST00274,COMP002,Genesis Motors #274,United Kingdom,Birmingham,Industrial
CUST00275,COMP010,Dynamic Systems #275,South Korea,Seoul,Electronics
CUST00276,COMP004,Synergy Robotics #276,United States,Chicago,Automotive
CUST00277,COMP008,Horizon Mobility Group #277,China,Suzhou,Medical
CUST00278,COMP009,Vanguard Logistics #278,South Korea,Incheon,Electronics
CUST00279,COMP002,Core Engineering #279,China,Shenzhen,Consumer Goods
CUST00280,COMP010,Future Medical Corp #280,Mexico,Monterrey,Industrial
CUST00281,COMP001,Dynamic Solutions #281,United States,Detroit,Industrial
CUST00282,COMP008,Synergy Engineering #282,Germany,Dortmund,Medical
CUST00283,COMP006,Vanguard Medical Corp #283,China,Suzhou,Industrial
CUST00284,COMP002,Genesis Medical Corp #284,China,Suzhou,Medical
CUST00285,COMP007,Matrix Systems #285,Taiwan,Taipei,Medical
CUST00286,COMP002,Synergy Systems #286,Germany,Munich,Automotive
CUST00287,COMP008,Vertex Systems #287,Mexico,Monterrey,Automotive
CUST00288,COMP006,Beacon Engineering #288,Vietnam,Hai Phong,Electronics
CUST00289,COMP006,Genesis Solutions #289,India,Bengaluru,Consumer Goods
CUST00290,COMP003,Genesis Industries #290,China,Shenzhen,Industrial
CUST00291,COMP003,Paramount Solutions #291,China,Ningbo,Automotive
CUST00292,COMP006,Vertex Mobility Group #292,Canada,Hamilton,Electronics
CUST00293,COMP004,Paramount Robotics #293,India,Bengaluru,Consumer Goods
CUST00294,COMP005,Core Motors #294,Mexico,Monterrey,Medical
CUST00295,COMP002,Beacon Assembly Inc #295,United Kingdom,Birmingham,Consumer Goods
CUST00296,COMP004,Vertex Technologies #296,Japan,Tokyo,Industrial
CUST00297,COMP003,Omni Robotics #297,India,Pune,Medical
CUST00298,COMP009,Paramount Logistics #298,Germany,Munich,Automotive
CUST00299,COMP001,Synergy Mobility Group #299,Japan,Osaka,Electronics
CUST00300,COMP010,Core Robotics #300,Japan,Tokyo,Automotive
CUST00301,COMP010,Vertex Technologies #301,United States,Chicago,Automotive
CUST00302,COMP004,Kinetix Assembly Inc #302,China,Shenzhen,Consumer Goods
CUST00303,COMP005,Vertex Systems #303,Taiwan,Hsinchu,Automotive
CUST00304,COMP006,Genesis Medical Corp #304,United States,Chicago,Electronics
CUST00305,COMP006,Matrix Energy Corp #305,South Korea,Seoul,Automotive
CUST00306,COMP010,Horizon Robotics #306,Taiwan,Taipei,Consumer Goods
CUST00307,COMP001,Titanium Automation Ltd #307,South Korea,Incheon,Consumer Goods
CUST00308,COMP010,Vertex Technologies #308,China,Suzhou,Electronics
CUST00309,COMP007,Synergy Engineering #309,India,Pune,Consumer Goods
CUST00310,COMP002,Beacon Engineering #310,Japan,Tokyo,Consumer Goods
CUST00311,COMP007,Integrated Energy Corp #311,Mexico,Querétaro,Electronics
CUST00312,COMP007,Titanium Assembly Inc #312,Vietnam,Hai Phong,Medical
CUST00313,COMP002,Genesis Mobility Group #313,Japan,Tokyo,Medical
CUST00314,COMP008,Kinetix Systems #314,South Korea,Incheon,Medical
CUST00315,COMP006,Omni Robotics #315,China,Ningbo,Consumer Goods
CUST00316,COMP005,Omni Mobility Group #316,China,Suzhou,Consumer Goods
CUST00317,COMP002,Paramount Technologies #317,Canada,Hamilton,Consumer Goods
CUST00318,COMP010,Matrix Energy Corp #318,Mexico,Querétaro,Automotive
CUST00319,COMP005,Pinnacle Mobility Group #319,Germany,Munich,Industrial
CUST00320,COMP006,Omni Engineering #320,South Korea,Incheon,Medical
CUST00321,COMP001,Paramount Motors #321,Mexico,Querétaro,Medical
CUST00322,COMP006,Sterling Motors #322,Taiwan,Taipei,Medical
CUST00323,COMP003,Integrated Technologies #323,Mexico,Querétaro,Automotive
CUST00324,COMP009,Core Energy Corp #324,United Kingdom,Birmingham,Medical
CUST00325,COMP008,Beacon Robotics #325,Canada,Hamilton,Industrial
CUST00326,COMP001,Pinnacle Logistics #326,Vietnam,Hai Phong,Automotive
CUST00327,COMP010,Future Energy Corp #327,South Korea,Incheon,Automotive
CUST00328,COMP008,Integrated Mobility Group #328,United States,Dallas,Industrial
CUST00329,COMP003,Vertex Systems #329,Japan,Osaka,Industrial
CUST00330,COMP010,Core Technologies #330,Japan,Tokyo,Consumer Goods
CUST00331,COMP003,Core Automation Ltd #331,United States,Dallas,Industrial
CUST00332,COMP001,Dynamic Assembly Inc #332,Germany,Dortmund,Industrial
CUST00333,COMP008,Core Assembly Inc #333,United Kingdom,Birmingham,Electronics
CUST00334,COMP006,Matrix Engineering #334,Germany,Dortmund,Electronics
CUST00335,COMP007,Omni Solutions #335,Japan,Osaka,Electronics
CUST00336,COMP001,Beacon Automation Ltd #336,Vietnam,Hai Phong,Automotive
CUST00337,COMP004,Dynamic Medical Corp #337,Taiwan,Hsinchu,Industrial
CUST00338,COMP007,Beacon Technologies #338,Japan,Osaka,Electronics
CUST00339,COMP002,Horizon Robotics #339,Taiwan,Taipei,Industrial
CUST00340,COMP010,Vanguard Energy Corp #340,China,Ningbo,Automotive
CUST00341,COMP008,Matrix Engineering #341,Canada,Hamilton,Electronics
CUST00342,COMP001,Kinetix Robotics #342,United States,Chicago,Consumer Goods
CUST00343,COMP010,Synergy Mobility Group #343,Vietnam,Hai Phong,Consumer Goods
CUST00344,COMP009,Integrated Assembly Inc #344,South Korea,Incheon,Medical
CUST00345,COMP002,Matrix Motors #345,India,Pune,Consumer Goods
CUST00346,COMP006,Pinnacle Systems #346,United States,Detroit,Electronics
CUST00347,COMP006,Vanguard Mobility Group #347,Germany,Dortmund,Industrial
CUST00348,COMP008,Vanguard Industries #348,United States,Dallas,Automotive
CUST00349,COMP010,Horizon Industries #349,Mexico,Monterrey,Automotive
CUST00350,COMP006,Matrix Engineering #350,Vietnam,Hai Phong,Industrial
CUST00351,COMP006,Vertex Motors #351,United States,Detroit,Industrial
CUST00352,COMP005,Integrated Systems #352,China,Shenzhen,Medical
CUST00353,COMP007,Global Motors #353,China,Shenzhen,Medical
CUST00354,COMP003,Kinetix Medical Corp #354,China,Ningbo,Electronics
CUST00355,COMP003,Vertex Industries #355,Germany,Stuttgart,Medical
CUST00356,COMP006,Core Robotics #356,Germany,Dortmund,Consumer Goods
CUST00357,COMP004,Vertex Medical Corp #357,Japan,Tokyo,Medical
CUST00358,COMP001,Pinnacle Mobility Group #358,Japan,Osaka,Medical
CUST00359,COMP007,Vertex Automation Ltd #359,South Korea,Incheon,Electronics
CUST00360,COMP001,Future Industries #360,Japan,Nagoya,Consumer Goods
CUST00361,COMP010,Future Engineering #361,Germany,Munich,Electronics
CUST00362,COMP008,Kinetix Medical Corp #362,China,Ningbo,Medical
CUST00363,COMP008,Integrated Assembly Inc #363,China,Suzhou,Consumer Goods
CUST00364,COMP006,Future Industries #364,Japan,Nagoya,Automotive
CUST00365,COMP005,Beacon Technologies #365,Germany,Munich,Medical
CUST00366,COMP009,Beacon Energy Corp #366,United States,Detroit,Medical
CUST00367,COMP008,Paramount Solutions #367,India,Bengaluru,Industrial
CUST00368,COMP007,Paramount Energy Corp #368,Taiwan,Taipei,Medical
CUST00369,COMP009,Paramount Assembly Inc #369,Taiwan,Hsinchu,Industrial
CUST00370,COMP002,Omni Technologies #370,Germany,Munich,Medical
